-0.080000	0.000198	0.000205
-0.079984	0.000198	0.000207
-0.079968	0.000198	0.000209
-0.079952	0.000198	0.000211
-0.079936	0.000198	0.000212
-0.079920	0.000197	0.000212
-0.079904	0.000197	0.000211
-0.079888	0.000197	0.000211
-0.079872	0.000197	0.000210
-0.079856	0.000197	0.000209
-0.079840	0.000197	0.000209
-0.079824	0.000197	0.000209
-0.079808	0.000196	0.000209
-0.079792	0.000196	0.000209
-0.079776	0.000196	0.000209
-0.079760	0.000196	0.000209
-0.079744	0.000196	0.000209
-0.079728	0.000196	0.000209
-0.079712	0.000195	0.000208
-0.079696	0.000195	0.000208
-0.079680	0.000195	0.000208
-0.079664	0.000195	0.000208
-0.079648	0.000195	0.000208
-0.079632	0.000195	0.000208
-0.079616	0.000194	0.000208
-0.079600	0.000194	0.000208
-0.079584	0.000194	0.000207
-0.079568	0.000194	0.000207
-0.079552	0.000194	0.000207
-0.079536	0.000194	0.000206
-0.079520	0.000194	0.000206
-0.079504	0.000193	0.000206
-0.079488	0.000193	0.000206
-0.079472	0.000193	0.000206
-0.079456	0.000193	0.000206
-0.079440	0.000193	0.000206
-0.079424	0.000193	0.000206
-0.079408	0.000192	0.000205
-0.079392	0.000192	0.000205
-0.079376	0.000192	0.000205
-0.079360	0.000192	0.000205
-0.079344	0.000192	0.000205
-0.079328	0.000192	0.000205
-0.079312	0.000192	0.000205
-0.079296	0.000191	0.000204
-0.079280	0.000191	0.000204
-0.079264	0.000191	0.000204
-0.079248	0.000191	0.000204
-0.079232	0.000191	0.000204
-0.079216	0.000191	0.000203
-0.079200	0.000190	0.000203
-0.079184	0.000190	0.000203
-0.079168	0.000190	0.000203
-0.079152	0.000190	0.000203
-0.079136	0.000190	0.000203
-0.079120	0.000190	0.000203
-0.079104	0.000190	0.000202
-0.079088	0.000189	0.000202
-0.079072	0.000189	0.000202
-0.079056	0.000189	0.000202
-0.079040	0.000189	0.000202
-0.079024	0.000189	0.000202
-0.079008	0.000189	0.000201
-0.078992	0.000189	0.000201
-0.078976	0.000188	0.000201
-0.078960	0.000188	0.000201
-0.078944	0.000188	0.000201
-0.078928	0.000188	0.000201
-0.078912	0.000188	0.000200
-0.078896	0.000188	0.000200
-0.078880	0.000187	0.000200
-0.078864	0.000187	0.000200
-0.078848	0.000187	0.000200
-0.078832	0.000187	0.000200
-0.078816	0.000187	0.000200
-0.078800	0.000187	0.000200
-0.078784	0.000187	0.000199
-0.078768	0.000186	0.000199
-0.078752	0.000186	0.000199
-0.078736	0.000186	0.000199
-0.078720	0.000186	0.000199
-0.078704	0.000186	0.000198
-0.078688	0.000186	0.000198
-0.078672	0.000186	0.000198
-0.078656	0.000185	0.000198
-0.078640	0.000185	0.000198
-0.078624	0.000185	0.000198
-0.078608	0.000185	0.000198
-0.078592	0.000185	0.000197
-0.078576	0.000185	0.000197
-0.078560	0.000184	0.000197
-0.078544	0.000184	0.000197
-0.078528	0.000184	0.000197
-0.078512	0.000184	0.000197
-0.078496	0.000184	0.000197
-0.078480	0.000184	0.000196
-0.078464	0.000184	0.000196
-0.078448	0.000183	0.000196
-0.078432	0.000183	0.000196
-0.078416	0.000183	0.000196
-0.078400	0.000183	0.000196
-0.078384	0.000183	0.000195
-0.078368	0.000183	0.000195
-0.078352	0.000183	0.000195
-0.078336	0.000182	0.000195
-0.078320	0.000182	0.000195
-0.078304	0.000182	0.000195
-0.078288	0.000182	0.000195
-0.078272	0.000182	0.000194
-0.078256	0.000182	0.000194
-0.078240	0.000181	0.000194
-0.078224	0.000181	0.000194
-0.078208	0.000181	0.000194
-0.078192	0.000181	0.000194
-0.078176	0.000181	0.000194
-0.078160	0.000181	0.000193
-0.078144	0.000181	0.000193
-0.078128	0.000180	0.000193
-0.078112	0.000180	0.000193
-0.078096	0.000180	0.000193
-0.078080	0.000180	0.000192
-0.078064	0.000180	0.000192
-0.078048	0.000180	0.000192
-0.078032	0.000180	0.000192
-0.078016	0.000179	0.000192
-0.078000	0.000179	0.000192
-0.077984	0.000179	0.000192
-0.077968	0.000179	0.000192
-0.077952	0.000179	0.000191
-0.077936	0.000179	0.000191
-0.077920	0.000179	0.000191
-0.077904	0.000178	0.000191
-0.077888	0.000178	0.000191
-0.077872	0.000178	0.000191
-0.077856	0.000178	0.000190
-0.077840	0.000178	0.000190
